Zip Code,school,Type,City,State,State FIPS,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Retention Rate,Student Faculty Ratio
29621,anderson university,5,anderson,SC,45,13.0,7485.0,1190.0,0.5281,0.58174386921,,28183.0,47724.0,26700.0,45202.0,35300.0,0.8153,15.0
29406,charleston southern university,5,charleston,SC,45,12.0,6003.0,1056.0,0.7609,0.430178069353,,21955.0,43989.0,26471.0,43795.0,36300.0,0.6599,13.0
29901,technical college of lowcountry,10,beaufort,SC,45,13.0,6431.0,,,0.146226415094,5903.0,,15086.0,10000.0,33236.0,28700.0,,12.0
29204,benedict college,5,columbia,SC,45,12.0,7165.0,910.0,0.673,0.198167239404,,17781.0,29921.0,32500.0,28081.0,23600.0,0.6501,14.0
29614,bob jones university,5,greenville,SC,45,13.0,6503.0,,,0.58413926499,,17529.0,34770.0,16585.0,40886.0,35900.0,0.8043,13.0
29630,southern wesleyan university,5,central,SC,45,22.0,4834.0,1106.0,1.0,0.497126436782,,19968.0,38739.0,26000.0,42347.0,43800.0,0.6614,12.0
29420,charleston cosmetology institute,12,charleston,SC,45,12.0,,,,0.688524590164,,15686.0,,5655.0,21057.0,24000.0,,15.0
29424,college of charleston,4,charleston,SC,45,12.0,10065.0,1238.0,0.72,0.607216494845,19518.0,,30731.0,23250.0,50232.0,43100.0,0.8103,16.0
29649,charzanne beauty college,12,greenwood,SC,45,32.0,,,,,,14042.0,,9000.0,17707.0,20800.0,,17.0
29520,northeastern technical college,10,cheraw,SC,45,41.0,5544.0,,,0.099337748344,7833.0,,15290.0,,28914.0,26700.0,,12.0
29409,citadel military college of south carolina,4,charleston,SC,45,12.0,9825.0,1184.0,0.9809,0.685483870968,21002.0,,31943.0,21096.0,67667.0,52500.0,0.8638,11.0
29115,claflin university,5,orangeburg,SC,45,32.0,7650.0,,0.7255,0.414721723519,,21232.0,33538.0,29000.0,36336.0,28500.0,0.7867,13.0
29634,clemson university,4,clemson,SC,45,22.0,11744.0,1341.0,0.3805,0.722496473907,22112.0,,34494.0,21500.0,65822.0,53900.0,0.9261,16.0
29730,clinton college,5,rock hill,SC,45,13.0,5695.0,,,0.285714285714,,14501.0,23222.0,28987.0,24043.0,16600.0,0.3269,10.0
29550,coker university,5,hartsville,SC,45,32.0,6535.0,,0.9723,0.417098445596,,18045.0,44355.0,26000.0,39450.0,31700.0,0.6291,12.0
29203,columbia international university,5,columbia,SC,45,12.0,6098.0,,0.9758,0.591549295775,,21660.0,40183.0,20000.0,38912.0,29400.0,0.6594,13.0
29203,columbia college,5,columbia,SC,45,12.0,6671.0,,0.9579,0.50918196995,,23650.0,37840.0,22750.0,40843.0,31700.0,0.543,11.0
29302,converse university,5,spartanburg,SC,45,13.0,6381.0,1124.0,0.64,0.457489878543,,19712.0,35669.0,27000.0,36478.0,29500.0,0.7154,12.0
29042,denmark technical college,10,denmark,SC,45,43.0,5877.0,,,0.130597014925,20601.0,,25892.0,15250.0,19454.0,18100.0,,15.0
29639,erskine college,5,due west,SC,45,42.0,5399.0,,0.6056,0.344262295082,,22018.0,54484.0,27000.0,43562.0,36600.0,0.6305,15.0
29501,florence darlington technical college,7,florence,SC,45,41.0,6302.0,,,0.098186366479,598.0,,10497.0,12250.0,28766.0,27700.0,,19.0
29506,francis marion university,4,florence,SC,45,41.0,8407.0,1039.0,0.8223,0.358817533129,13451.0,,22944.0,27000.0,38848.0,35100.0,0.6674,12.0
29613,furman university,5,greenville,SC,45,21.0,10403.0,1364.0,0.5257,0.680981595092,,29997.0,73760.0,23250.0,57288.0,50500.0,0.8915,9.0
29606,greenville technical college,10,greenville,SC,45,13.0,6144.0,,,0.132162661738,6246.0,,13925.0,15392.0,36871.0,31900.0,,15.0
29526,horry georgetown technical college,10,conway,SC,45,13.0,6794.0,,,0.243131156039,3719.0,,12391.0,14250.0,33162.0,29000.0,,20.0
29841,kenneth shuler school of cosmetology north augusta,12,north augusta,SC,45,21.0,,,,0.55601659751,,17947.0,,8661.0,21648.0,18300.0,,20.0
29210,kenneth shuler school of cosmetology and nails columbia,12,columbia,SC,45,21.0,,,,0.598337950139,,16640.0,,5858.0,23376.0,20400.0,,20.0
29649,lander university,4,greenwood,SC,45,32.0,7140.0,1057.0,0.6792,0.441860465116,14501.0,,26069.0,25000.0,40190.0,34900.0,0.6746,17.0
29340,limestone university,5,gaffney,SC,45,32.0,6294.0,,0.9828,0.274611398964,,20415.0,40944.0,27639.0,43792.0,37100.0,0.6431,11.0
29425,medical university of south carolina,4,charleston,SC,45,12.0,11192.0,,,,,,,15000.0,89038.0,103400.0,,8.0
29170,midlands technical college,7,west columbia,SC,45,21.0,6795.0,,,0.084558823529,5462.0,,12709.0,12000.0,35346.0,31200.0,,16.0
29150,morris college,5,sumter,SC,45,13.0,4245.0,,,0.228758169935,,20375.0,29585.0,31400.0,30289.0,24100.0,0.4375,10.0
29108,newberry college,5,newberry,SC,45,32.0,6566.0,1008.0,0.748,0.487341772152,,20351.0,44240.0,26805.0,43553.0,36400.0,0.6947,14.0
29688,north greenville university,5,tigerville,SC,45,41.0,6257.0,1176.0,0.6278,0.501706484642,,20612.0,40599.0,23082.0,41670.0,32600.0,0.7009,13.0
29118,orangeburg calhoun technical college,10,orangeburg,SC,45,32.0,6318.0,,,0.147994467497,6119.0,,14964.0,10562.0,33309.0,27700.0,,16.0
29646,piedmont technical college,10,greenwood,SC,45,32.0,5987.0,,,0.222908093278,10862.0,,20438.0,15000.0,33331.0,28900.0,,18.0
29325,presbyterian college,5,clinton,SC,45,32.0,7976.0,1214.0,0.7234,0.542857142857,,20899.0,57271.0,26000.0,54728.0,44200.0,0.7149,11.0
29801,university of south carolina aiken,4,aiken,SC,45,21.0,7960.0,1063.0,0.7972,0.385681293303,11611.0,,20922.0,24275.0,43669.0,37200.0,0.6241,15.0
29909,university of south carolina beaufort,4,bluffton,SC,45,31.0,8243.0,,0.6918,0.325077399381,15309.0,,23796.0,24000.0,43141.0,35200.0,0.6089,14.0
29208,university of south carolina,4,columbia,SC,45,12.0,12094.0,1297.0,0.6149,0.71096345515,24532.0,,32840.0,21500.0,57722.0,49900.0,0.902,18.0
29720,university of south carolina lancaster,7,lancaster,SC,45,32.0,7578.0,,0.7585,0.206214689266,9735.0,,18467.0,9616.0,36835.0,,,20.0
29810,university of south carolina salkehatchie,7,allendale,SC,45,43.0,6806.0,,0.7629,0.222222222222,12395.0,,20402.0,11000.0,30126.0,27700.0,,15.0
29150,university of south carolina sumter,7,sumter,SC,45,13.0,7387.0,,0.7626,0.180769230769,9283.0,,18335.0,9250.0,41313.0,32600.0,,18.0
29379,university of south carolina union,7,union,SC,45,32.0,7215.0,,0.6989,0.13986013986,11125.0,,19480.0,11000.0,34663.0,28400.0,,17.0
29526,coastal carolina university,4,conway,SC,45,13.0,8782.0,1128.0,0.8019,0.467395264117,13742.0,,26050.0,23750.0,44747.0,39900.0,0.7321,16.0
29117,south carolina state university,4,orangeburg,SC,45,32.0,7917.0,,0.8173,0.263502454992,18268.0,,29957.0,31000.0,34470.0,29800.0,0.624,19.0
29303,university of south carolina upstate,4,spartanburg,SC,45,22.0,8140.0,1082.0,0.6961,0.511897498475,13725.0,,24565.0,22310.0,46601.0,39600.0,0.6685,15.0
29316,sherman college of chiropractic,2,spartanburg,SC,45,22.0,7629.0,,,,,,,,,45900.0,,
29301,spartanburg methodist college,8,spartanburg,SC,45,22.0,5965.0,,0.814,0.329355608592,,16295.0,32965.0,12000.0,38875.0,30800.0,,17.0
29303,spartanburg community college,7,spartanburg,SC,45,22.0,6541.0,,,0.213668499607,6531.0,,15031.0,6500.0,35589.0,29400.0,,16.0
29150,central carolina technical college,7,sumter,SC,45,13.0,5651.0,,,0.159259259259,5027.0,,13295.0,9977.0,31180.0,27500.0,,15.0
29670,tri county technical college,10,pendleton,SC,45,22.0,6058.0,,,0.180072028812,5807.0,,16879.0,9000.0,39366.0,29800.0,,19.0
29423,trident technical college,7,charleston,SC,45,12.0,6593.0,,,0.009977470229,-3220.0,,11453.0,13029.0,35256.0,31900.0,,23.0
29042,voorhees university,5,denmark,SC,45,43.0,5022.0,,,0.292857142857,,15411.0,25793.0,26700.0,30728.0,27100.0,0.6363,10.0
29556,williamsburg technical college,10,kingstree,SC,45,32.0,5285.0,,,,6055.0,,14074.0,,28521.0,23500.0,,11.0
29733,winthrop university,4,rock hill,SC,45,13.0,8735.0,1132.0,0.7506,0.546539379475,16353.0,,30275.0,26975.0,42584.0,35600.0,0.6968,12.0
29303,wofford college,5,spartanburg,SC,45,13.0,8992.0,1297.0,0.5859,0.769811320755,,28984.0,69601.0,25732.0,61865.0,54000.0,0.8921,12.0
29730,york technical college,10,rock hill,SC,45,13.0,6285.0,,,0.220986796386,4657.0,,15399.0,7000.0,35612.0,27800.0,,19.0
57197,augustana university,5,sioux falls,SD,46,12.0,7514.0,1187.0,0.5925,0.684745762712,,24723.0,53169.0,25000.0,53484.0,42400.0,0.8281,11.0
57701,salon professional academy,12,rapid city,SD,46,13.0,,,,0.491525423729,,15357.0,,8500.0,24506.0,21700.0,,12.0
57799,black hills state university,4,spearfish,SD,46,32.0,8111.0,1050.0,0.9443,0.285894206549,17001.0,,21343.0,26000.0,42393.0,35900.0,0.7169,17.0
57042,dakota state university,4,madison,SD,46,32.0,9722.0,1129.0,0.9787,0.338187702265,19725.0,,24447.0,23500.0,46966.0,39700.0,0.7489,19.0
57301,dakota wesleyan university,5,mitchell,SD,46,33.0,6766.0,,0.7277,0.518367346939,,19300.0,42473.0,27000.0,51754.0,37500.0,0.6911,12.0
57701,paul mitchell school rapid city,12,rapid city,SD,46,13.0,,,,0.606557377049,,21014.0,,7917.0,25044.0,20700.0,,12.0
57201,lake area technical college,7,watertown,SD,46,33.0,7462.0,,,0.717270194986,14826.0,,18239.0,12000.0,45724.0,36200.0,,17.0
57117,avera mckennan hospital school of radiologic technology,11,sioux falls,SD,46,12.0,,,,,,,,,,,,
57301,mitchell technical college,7,mitchell,SD,46,33.0,7510.0,,,0.737100737101,13650.0,,16241.0,12000.0,47285.0,41500.0,,12.0
57078,mount marty university,5,yankton,SD,46,33.0,7439.0,1120.0,0.4814,0.522875816993,,23295.0,45209.0,26396.0,48714.0,38700.0,0.7019,12.0
57701,national american university rapid city,6,rapid city,SD,46,13.0,,,,0.177637795276,,22086.0,29232.0,29020.0,31950.0,34900.0,0.3846,6.0
57105,kairos university,5,sioux falls,SD,46,12.0,6201.0,,0.7429,,,,,,,,0.7692,8.0
57401,northern state university,4,aberdeen,SD,46,33.0,8385.0,1090.0,0.9279,0.303664921466,17094.0,,22223.0,22320.0,42830.0,37000.0,0.7431,17.0
57752,oglala lakota college,7,kyle,SD,46,43.0,6848.0,,,0.078651685393,2065.0,,9841.0,,21526.0,19400.0,0.6066,11.0
57078,avera sacred heart hospital,11,yankton,SD,46,33.0,,,,,,,,,,,,
57701,south dakota school of mines and technology,4,rapid city,SD,46,13.0,10878.0,1245.0,0.8525,0.368298368298,20380.0,,24865.0,27000.0,66297.0,61100.0,0.835,12.0
57007,south dakota state university,4,brookings,SD,46,33.0,9855.0,1121.0,0.9871,0.448049101271,18219.0,,22761.0,23250.0,52417.0,45600.0,0.8095,17.0
57555,sinte gleska university,4,mission,SD,46,43.0,4699.0,,,,7075.0,,15533.0,,25218.0,18900.0,0.8,16.0
57105,university of sioux falls,5,sioux falls,SD,46,12.0,7050.0,,0.8208,0.589928057554,,20874.0,32728.0,23249.0,51245.0,41600.0,0.7438,17.0
57117,sanford medical center,11,sioux falls,SD,46,12.0,,,,,,,,,,,,4.0
57262,sisseton wahpeton college,7,sisseton,SD,46,43.0,5427.0,,,,3050.0,,9887.0,,28455.0,19200.0,,7.0
57107,southeast technical college,7,sioux falls,SD,46,12.0,7154.0,,,0.476253298153,17165.0,,20880.0,12000.0,46398.0,38100.0,,11.0
57104,stewart school,12,sioux falls,SD,46,12.0,,,,0.850746268657,,16329.0,,6864.0,32702.0,21400.0,,11.0
57069,university of south dakota,4,vermillion,SD,46,32.0,9163.0,1122.0,0.9895,0.443553774215,19155.0,,23544.0,23592.0,51509.0,44500.0,0.8083,14.0
57703,western dakota technical college,7,rapid city,SD,46,13.0,6714.0,,,0.427917620137,14631.0,,20885.0,15000.0,37962.0,32900.0,,10.0
37207,american baptist college,5,nashville,TN,47,11.0,5167.0,,,0.232558139535,,19294.0,27241.0,,32200.0,,0.6333,5.0
38358,arnolds beauty school,12,milan,TN,47,32.0,,,,0.710526315789,,10343.0,,,22201.0,17800.0,,13.0
37371,tennessee college of applied technology athens,10,athens,TN,47,32.0,,,,0.7109375,3720.0,,,,38607.0,29200.0,,25.0
37044,austin peay state university,4,clarksville,TN,47,12.0,8879.0,1050.0,0.9595,0.318199763127,14846.0,,26790.0,20547.0,41659.0,35000.0,0.6624,15.0
38104,baptist health sciences university,5,memphis,TN,47,11.0,7254.0,1050.0,0.6776,0.591065292096,,13401.0,21438.0,29500.0,63611.0,55100.0,0.5959,6.0
37212,belmont university,5,nashville,TN,47,11.0,10135.0,1277.0,0.9636,0.648296593186,,32096.0,60480.0,20500.0,50319.0,44700.0,0.8387,12.0
38201,bethel university,5,mckenzie,TN,47,32.0,3055.0,1035.0,0.9717,0.247252747253,,21803.0,32270.0,27249.0,43085.0,39800.0,0.5708,17.0
37321,bryan college dayton,5,dayton,TN,47,32.0,6382.0,,,0.362934362934,,16494.0,29541.0,23000.0,49262.0,42500.0,0.6652,13.0
37760,carson newman university,5,jefferson city,TN,47,23.0,6147.0,1111.0,0.6827,0.51581027668,,18661.0,46345.0,21500.0,44452.0,38000.0,0.7013,12.0
37406,chattanooga state community college,7,chattanooga,TN,47,12.0,6421.0,,,0.280132694434,5702.0,,13214.0,10419.0,36185.0,30200.0,,14.0
38104,christian brothers university,5,memphis,TN,47,11.0,7858.0,1069.0,0.8842,0.503067484663,,10896.0,45919.0,27000.0,50578.0,44400.0,0.7175,9.0
37311,pentecostal theological seminary,11,cleveland,TN,47,13.0,6916.0,,,,,,,,,,,16.0
37040,austins beauty college inc,12,clarksville,TN,47,12.0,,,,,,16069.0,,7917.0,,,,10.0
37312,cleveland state community college,10,cleveland,TN,47,13.0,6904.0,,,0.217616580311,6183.0,,14003.0,7954.0,34876.0,28100.0,,19.0
38401,columbia state community college,7,columbia,TN,47,31.0,6126.0,,,0.222142857143,4576.0,,12668.0,8500.0,38174.0,31500.0,,19.0
38137,concorde career college memphis,12,memphis,TN,47,11.0,5624.0,,0.7337,0.705665930831,,21470.0,,9500.0,31594.0,21800.0,,34.0
37087,cumberland university,5,lebanon,TN,47,31.0,5932.0,,0.67,0.594520547945,,18292.0,41657.0,17952.0,59093.0,39200.0,0.6072,18.0
37204,lipscomb university,5,nashville,TN,47,11.0,8823.0,1248.0,0.6664,0.610425240055,,25610.0,53549.0,19500.0,53623.0,43800.0,0.8502,13.0
37055,tennessee college of applied technology dickson,10,dickson,TN,47,41.0,,,,0.594936708861,8332.0,,,,36996.0,27600.0,,19.0
38024,dyersburg state community college,10,dyersburg,TN,47,33.0,7135.0,,,0.196105702364,4322.0,,13028.0,6900.0,32311.0,28200.0,,27.0
37614,east tennessee state university,4,johnson city,TN,47,13.0,8453.0,1114.0,0.8706,0.492142583365,15794.0,,25947.0,19442.0,41898.0,37100.0,0.7296,18.0
37415,chattanooga college medical dental and&technical careers,12,chattanooga,TN,47,12.0,4144.0,,,0.387283236994,,28726.0,34726.0,7891.0,27429.0,23200.0,,22.0
37643,tennessee college of applied technology elizabethton,10,elizabethton,TN,47,22.0,,,,0.707006369427,8419.0,,,,35434.0,27600.0,,17.0
37334,hair academy llc,12,fayetteville,TN,47,32.0,,,,0.5,,16234.0,,7917.0,23746.0,17600.0,,15.0
37208,fisk university,5,nashville,TN,47,11.0,5850.0,1236.0,0.5791,0.323943661972,,26135.0,37653.0,27000.0,32162.0,34900.0,0.7598,11.0
37066,welch college,5,gallatin,TN,47,21.0,4477.0,,,0.461538461538,,19983.0,35131.0,19500.0,38595.0,33000.0,0.6781,9.0
38340,freed hardeman university,5,henderson,TN,47,32.0,7328.0,1109.0,0.9062,0.471518987342,,20082.0,36972.0,21500.0,42415.0,39500.0,0.8684,13.0
37748,tennessee college of applied technology harriman,10,harriman,TN,47,41.0,,,,0.733727810651,10129.0,,,,34553.0,27200.0,,20.0
37074,tennessee college of applied technology hartsville,10,hartsville,TN,47,42.0,,,,0.497206703911,4963.0,,,,38346.0,27100.0,,13.0
38462,tennessee college of applied technology hohenwald,10,hohenwald,TN,47,43.0,,,,0.583690987124,10091.0,,,,31236.0,26300.0,,20.0
37757,tennessee college of applied technology jacksboro,10,jacksboro,TN,47,32.0,,,,0.586206896552,5661.0,,,,33201.0,26000.0,,15.0
38301,jackson state community college,7,jackson,TN,47,13.0,6916.0,,,0.217924528302,7343.0,,15304.0,,33155.0,28800.0,,22.0
37203,john a gupton college,8,nashville,TN,47,11.0,6141.0,1050.0,0.8387,,,19772.0,29705.0,12610.0,44114.0,33100.0,,14.0
37998,johnson university,5,knoxville,TN,47,41.0,6164.0,1072.0,0.5377,0.380471380471,,20303.0,30424.0,21500.0,37472.0,29100.0,0.7534,11.0
37129,paul mitchell school murfreesboro,12,murfreesboro,TN,47,12.0,,,,0.641221374046,,20915.0,,7917.0,27136.0,24500.0,,16.0
37620,king university,5,bristol,TN,47,13.0,5262.0,,0.5439,0.530546623794,,23508.0,47469.0,22750.0,57020.0,47300.0,0.6444,12.0
37909,south college,9,knoxville,TN,47,12.0,8574.0,,,0.336890243902,,17182.0,30181.0,18668.0,38269.0,29100.0,0.6046,23.0
38301,lane college,5,jackson,TN,47,13.0,5538.0,,,0.208538587849,,14494.0,23608.0,30500.0,28085.0,24500.0,0.5297,17.0
38126,le moyne owen college,5,memphis,TN,47,11.0,5752.0,,0.9717,,,8992.0,19270.0,28070.0,32112.0,28900.0,0.6114,9.0
37311,lee university,5,cleveland,TN,47,13.0,7600.0,1144.0,0.7219,0.47896749522,,20399.0,34299.0,25750.0,41919.0,35100.0,0.8016,12.0
37752,lincoln memorial university,5,harrogate,TN,47,32.0,7112.0,1093.0,0.5927,0.515094339623,,17999.0,39096.0,20000.0,51587.0,37800.0,0.7316,9.0
38570,tennessee college of applied technology livingston,10,livingston,TN,47,43.0,,,,0.675438596491,11899.0,,,,34946.0,26800.0,,25.0
38478,university of tennessee southern,4,pulaski,TN,47,32.0,6672.0,1088.0,0.8271,0.308641975309,15133.0,,25827.0,21500.0,38711.0,31100.0,0.6532,13.0
37804,maryville college,5,maryville,TN,47,21.0,6608.0,1181.0,0.6568,0.394666666667,,20986.0,53162.0,25375.0,44160.0,37900.0,0.6757,12.0
38201,tennessee college of applied technology mckenzie,10,mckenzie,TN,47,41.0,,,,0.72380952381,2256.0,,,,34405.0,27300.0,,14.0
38501,genesis career college cookeville,12,cookeville,TN,47,33.0,,,,0.544,,13597.0,,6343.0,22704.0,20100.0,,20.0
37208,meharry medical college,2,nashville,TN,47,11.0,,,,,,,,,,132100.0,,
38105,tennessee college of applied technology memphis,10,memphis,TN,47,11.0,,,,0.541891891892,7429.0,,,,33004.0,30700.0,,20.0
38152,university of memphis,4,memphis,TN,47,11.0,9436.0,1051.0,0.9338,0.456570155902,13253.0,,25164.0,23300.0,44264.0,39000.0,0.7302,17.0
38104,memphis theological seminary,2,memphis,TN,47,11.0,6083.0,,,,,,,,,,,
37132,middle tennessee state university,4,murfreesboro,TN,47,12.0,9415.0,1119.0,0.68,0.502479711452,12599.0,,22754.0,20000.0,44447.0,39200.0,0.7684,17.0
37115,middle tennessee school of anesthesia inc,2,madison,TN,47,11.0,16150.0,,,,,,,,,,,
37813,tennessee college of applied technology morristown,10,morristown,TN,47,13.0,,,,0.564606741573,9798.0,,,,37989.0,28500.0,,20.0
37388,motlow state community college,7,tullahoma,TN,47,41.0,7204.0,,,0.27508361204,10421.0,,18272.0,,36784.0,30000.0,,21.0
37129,tennessee college of applied technology murfreesboro,10,murfreesboro,TN,47,12.0,,,,0.655963302752,6969.0,,,,39004.0,30500.0,,20.0
37206,lincoln college of technology nashville,12,nashville,TN,47,11.0,6943.0,,,0.640583045646,,27603.0,,11730.0,47206.0,35100.0,,22.0
37209,nashville state community college,7,nashville,TN,47,11.0,6764.0,,,0.157822663471,6283.0,,13214.0,9595.0,35147.0,29900.0,,20.0
38059,tennessee college of applied technology northwest,10,newbern,TN,47,42.0,,,,0.764705882353,10375.0,,,,37906.0,26400.0,,21.0
38242,tennessee college of applied technology henry/carroll,10,paris,TN,47,33.0,,,,0.592417061611,6503.0,,,,26821.0,21500.0,,12.0
38478,tennessee college of applied technology pulaski,10,pulaski,TN,47,32.0,,,,0.610778443114,9666.0,,,,33839.0,30800.0,,12.0
38112,rhodes college,5,memphis,TN,47,11.0,9287.0,1385.0,0.4968,0.787234042553,,25060.0,68055.0,21761.0,64735.0,54500.0,0.9103,11.0
37748,roane state community college,7,harriman,TN,47,32.0,7014.0,,,0.273342354533,6017.0,,11021.0,8454.0,35889.0,30200.0,,19.0
38327,tennessee college of applied technology crump,10,crump,TN,47,42.0,,,,0.613496932515,-37.0,,,,32199.0,25400.0,,21.0
38134,southwest tennessee community college,7,memphis,TN,47,11.0,6698.0,,,0.107020872865,4588.0,,12649.0,,32323.0,26900.0,,19.0
37160,tennessee college of applied technology shelbyville,10,shelbyville,TN,47,32.0,,,,0.712918660287,5443.0,,,,36839.0,31400.0,,20.0
37383,university of south,5,sewanee,TN,47,42.0,9783.0,1336.0,0.509,0.791666666667,,27498.0,68704.0,22855.0,55160.0,45300.0,0.8865,9.0
37756,tennessee college of applied technology oneida huntsville,10,huntsville,TN,47,43.0,,,,0.71568627451,11087.0,,,,27059.0,25400.0,,7.0
38555,tennessee college of applied technology crossville,10,crossville,TN,47,33.0,,,,0.729281767956,10643.0,,,,37285.0,27400.0,,20.0
37110,tennessee college of applied technology mcminnville,10,mcminnville,TN,47,32.0,,,,0.699029126214,5048.0,,,,33853.0,28800.0,,15.0
38301,tennessee college of applied technology jackson,10,jackson,TN,47,41.0,,,,0.519893899204,9528.0,,,,37248.0,30200.0,,15.0
37919,tennessee college of applied technology knoxville,10,knoxville,TN,47,12.0,,,,0.536480686695,7858.0,,,,34940.0,25900.0,,20.0
37933,pellissippi state community college,7,knoxville,TN,47,21.0,7604.0,,,0.241655540721,5252.0,,13280.0,8725.0,35471.0,30900.0,,18.0
37315,southern adventist university,5,collegedale,TN,47,21.0,6415.0,1116.0,0.6661,0.373001776199,,24334.0,37875.0,24500.0,49257.0,42200.0,0.834,16.0
38104,southern college of optometry,2,memphis,TN,47,11.0,10797.0,,,,,,,,,99900.0,,
37303,tennessee wesleyan university,5,athens,TN,47,32.0,5588.0,1051.0,0.5941,0.13125,,14879.0,36828.0,20000.0,46048.0,38600.0,0.6931,12.0
37403,university of tennessee chattanooga,4,chattanooga,TN,47,12.0,9500.0,1117.0,0.7702,0.450589301904,12817.0,,23563.0,19500.0,47038.0,39000.0,0.7354,17.0
37996,university of tennessee knoxville,4,knoxville,TN,47,12.0,12629.0,1304.0,0.4599,0.607814761216,18109.0,,32658.0,20500.0,54188.0,51000.0,0.8992,18.0
38238,university of tennessee martin,4,martin,TN,47,33.0,8142.0,1090.0,0.8732,0.437928408225,10299.0,,21628.0,21024.0,41809.0,35400.0,0.7228,15.0
37921,tennessee school of beauty of knoxville inc,12,knoxville,TN,47,12.0,,,,0.801587301587,,11492.0,,6803.0,25606.0,18500.0,,20.0
37209,tennessee state university,4,nashville,TN,47,11.0,8484.0,1017.0,0.9263,0.333506224066,10026.0,,23828.0,27000.0,39391.0,35500.0,0.6062,13.0
38505,tennessee technological university,4,cookeville,TN,47,33.0,9087.0,1148.0,0.8316,0.552858683927,14207.0,,25338.0,15650.0,46379.0,40300.0,0.7792,16.0
37210,trevecca nazarene university,5,nashville,TN,47,11.0,6971.0,1090.0,0.7002,0.461305007587,,14459.0,38726.0,18744.0,48367.0,43600.0,0.7456,22.0
37617,northeast state community college,7,blountville,TN,47,41.0,6733.0,,,0.20202020202,5959.0,,14129.0,6827.0,32826.0,28200.0,,20.0
37743,tusculum university,5,greeneville,TN,47,32.0,4949.0,,0.6042,0.473794549266,,22874.0,43172.0,23250.0,42829.0,38000.0,0.5627,18.0
38305,union university,5,jackson,TN,47,13.0,7911.0,1243.0,0.4718,0.585454545455,,26815.0,55790.0,20714.0,50033.0,44000.0,0.8561,8.0
37240,vanderbilt university,5,nashville,TN,47,11.0,15433.0,1550.0,0.0628,0.883116883117,,19040.0,84412.0,14000.0,84542.0,78000.0,0.9642,7.0
37066,volunteer state community college,7,gallatin,TN,47,21.0,7548.0,,,0.221875,10477.0,,16077.0,7550.0,38758.0,32100.0,,19.0
37813,walters state community college,7,morristown,TN,47,13.0,6910.0,,,0.212298682284,4153.0,,12827.0,,34643.0,29100.0,,18.0
38104,william r moore college of technology,11,memphis,TN,47,11.0,3922.0,,,0.571428571429,,15323.0,21697.0,,48195.0,,,11.0
79699,abilene christian university,5,abilene,TX,48,12.0,8590.0,1189.0,0.6388,0.513994910941,,27401.0,56121.0,24250.0,52257.0,42400.0,0.7904,13.0
77511,alvin community college,7,alvin,TX,48,21.0,6762.0,,,0.105413105413,4233.0,,11329.0,4519.0,41886.0,40000.0,,16.0
79109,amarillo college,7,amarillo,TX,48,12.0,7496.0,,,0.259512195122,6040.0,,11411.0,15000.0,38075.0,34800.0,,27.0
75041,amberton university,5,garland,TX,48,21.0,6924.0,,,,,,,,,,,9.0
75902,angelina college,10,lufkin,TX,48,33.0,6327.0,,,0.163619744059,8900.0,,15213.0,,30992.0,31100.0,,17.0
76909,angelo state university,4,san angelo,TX,48,13.0,7914.0,1049.0,0.7923,0.35817805383,12915.0,,21625.0,20000.0,45162.0,41400.0,0.7244,18.0
76012,arlington baptist university,5,arlington,TX,48,11.0,4038.0,,,0.353846153846,,28599.0,32374.0,27000.0,39650.0,31400.0,0.385,18.0
75050,arlington career institute,12,grand prairie,TX,48,21.0,,,,0.421052631579,,24339.0,,8347.0,36288.0,29800.0,,32.0
75090,austin college,5,sherman,TX,48,13.0,8520.0,1272.0,0.4666,0.600823045267,,23451.0,59654.0,24500.0,52390.0,46700.0,0.8205,11.0
78752,austin community college district,7,austin,TX,48,11.0,8735.0,,,0.160491975401,6306.0,,11156.0,10499.0,39997.0,36000.0,,18.0
78705,austin presbyterian theological seminary,2,austin,TX,48,11.0,10077.0,,,,,,,,,,,
78704,baldwin beauty school south austin,12,austin,TX,48,11.0,,,,0.74,,16878.0,,6980.0,26026.0,21400.0,,20.0
78229,baptist health system school of health professions,9,san antonio,TX,48,11.0,7483.0,,0.0,0.866171003717,,,,18592.0,76742.0,,,8.0
75766,baptist missionary association theological seminary,5,jacksonville,TX,48,32.0,4012.0,,0.2308,,,,,,42354.0,,,3.0
77030,baylor college of medicine,2,houston,TX,48,11.0,14040.0,,,,,,,,,150200.0,,
76798,baylor university,5,waco,TX,48,12.0,11631.0,1313.0,0.5099,0.755983106523,,41942.0,70130.0,23000.0,61504.0,51200.0,0.905,15.0
78102,coastal bend college,7,beeville,TX,48,33.0,6073.0,,,,3886.0,,11044.0,,33536.0,33600.0,,23.0
77833,blinn college district,7,brenham,TX,48,32.0,7023.0,,,0.070224719101,17225.0,,19233.0,11500.0,42590.0,41200.0,,36.0
75243,remington college dallas campus,11,dallas,TX,48,11.0,4914.0,,,0.545222041386,,27829.0,34438.0,13271.0,28019.0,24000.0,0.9091,17.0
